S_No,Latitude,Longitude
827,7.782737,81.594347
828,7.531592,81.788233
829,7.775243,81.605955
830,7.135431,80.393495
831,7.267752,80.576521
832,7.3357,80.756171
833,7.29214,79.85226
834,7.32194,80.751393
835,7.317663,80.755982
836,7.328061,80.74398
837,7.316271,80.736007
838,7.284734,80.705383
839,7.281486,80.686498
840,7.280869,80.684179
841,7.28047,80.683604
842,7.279879,80.676228
843,7.206025,80.586977
844,7.206291,80.589608
845,7.007269,79.978904
846,5.949023,80.544382
847,5.946153,80.53013
848,5.947839,80.534837
849,5.938089,80.574087
850,5.928861,80.584706
851,5.933243,80.580609
852,5.928283,80.588507
853,5.941365,80.572226
854,7.077943,80.542858
855,6.410906,80.796196
856,6.886022,80.627999
857,7.111779,80.763293
858,6.872956,81.049138
859,7.116147,80.130625
860,7.119778,80.116788
861,7.135228,80.633402
862,7.048824,79.896852
863,7.299467,80.610267
864,8.358241,80.51083
865,6.405489,80.216744
866,7.724339,81.550644
867,7.678058,81.505706
868,6.876785,79.866239
869,6.822462,79.960801
870,7.65103,81.494889
871,7.164775,80.571112
872,6.880969,79.861837
873,6.901353,79.91977
874,7.033373,80.939823
875,6.689649,80.075963
876,7.095288,80.55567
877,7.09743,80.557403
878,7.163374,79.981216
879,6.046733,80.290027
880,6.883436,81.782132
881,6.884708,79.998972
882,6.896905,81.403504
883,6.905973,81.398228
884,6.914698,81.391047
885,6.929175,81.369144
886,5.997524,80.279307
887,6.001919,80.26007
888,6.906405,81.473366
889,9.824804,80.236607
890,6.903181,81.445461
891,7.268575,80.578693
892,7.268662,80.580506
893,8.112468,81.040454
894,8.086504,80.977299
895,7.098852,80.643888
896,7.588219,80.242214
897,7.588415,80.248972
898,7.079368,80.295792
899,7.070753,80.284279
900,7.376284,80.313662
901,7.131346,79.876929
902,7.053369,80.016703
903,6.949901,79.857468
904,6.903232,79.911706
905,7.432805,80.446402
906,7.287594,80.708986
907,7.177676,81.195714
908,6.628971,80.731755
909,7.876563,80.650834
910,6.833024,81.074673
911,6.833034,81.074287
912,6.106694,80.919772
913,6.268159,81.297333
914,6.268178,81.297703
915,6.270373,81.292572
916,6.014913,80.249229
917,5.974335,80.435709
918,5.97236,80.442741
919,7.405882,80.61091
920,7.402515,80.612867
921,7.412246,80.608031
922,7.416608,80.611765
923,7.41889,80.608406
924,7.424369,80.615507
925,7.42773,80.620036
926,7.437816,80.623689
927,7.440337,80.631967
928,7.431161,80.621031
929,7.433644,80.622077
930,7.451152,80.63095
931,7.462722,80.625835
932,7.454196,80.629635
933,7.459937,80.627921
934,7.46545,80.624052
935,7.467801,80.622768
936,7.237158,79.848502
937,7.782185,81.594895
938,7.656898,81.496242
939,7.727647,81.552656
940,7.688922,81.519276
941,7.279741,80.676671
942,7.666195,81.501278
943,6.940743,80.744064
944,6.959966,80.770872
945,6.953763,80.779542
946,6.960066,80.770478
947,7.869477,81.539462
948,7.864833,81.538572
949,7.875907,81.540901
950,7.877229,81.540745
951,6.940126,80.873514
952,6.926585,80.868252
953,6.938373,80.889575
954,6.937144,80.880431
955,6.942866,80.883805
956,6.938739,80.885626
957,6.927522,80.894995
958,6.922809,80.899691
959,6.949241,80.774107
960,6.942113,80.776851
961,6.934951,80.775088
962,6.924332,80.789459
963,6.865212,81.036301
964,6.032289,80.214832
965,6.893526,80.597858
966,6.927933,80.898414
967,6.901419,80.901933
968,6.901985,80.88793
969,6.896748,80.874914
970,6.893811,80.869258
971,6.893375,80.86541
972,6.906484,80.853592
973,6.905417,80.848639
974,6.90788,80.841102
975,6.916632,80.831453
976,6.928371,80.821319
977,6.933005,80.810501
978,6.935837,80.804086
979,6.943913,80.796371
980,6.947434,80.791033
981,6.952443,80.786848
982,6.962648,80.766697
983,6.967196,80.767567
984,7.252541,80.3772
985,6.942457,80.84025
986,8.044353,80.44522
987,6.955347,80.926487
988,7.090954,80.798575
989,6.934341,79.848617
990,6.85955,79.96575
991,6.861012,79.964605
992,6.778782,80.930275
993,6.79918,80.914907
994,7.281947,80.623199
995,7.284493,80.626779
996,7.279743,80.620012
997,7.288126,80.631586
998,7.293055,80.634632
999,7.267147,80.621898
1000,6.094321,80.136734
1001,5.943094,80.520007
1002,6.751109,81.306672
1003,7.443326,80.431156
1004,7.447879,80.426723
1005,7.806494,80.6108
1006,7.777524,80.585515
1007,7.623083,80.605978
1008,7.622258,80.606516
1009,7.221626,80.714019
1010,6.829112,79.965609
1011,7.685634,80.645272
1012,7.617103,80.673102
1013,7.606779,80.678557
1014,7.58459,80.670223
1015,7.26502,80.557957
1016,7.073841,80.016736
1017,7.07287,80.015895
1018,7.3355,80.299824
1019,7.068341,80.685363
1020,7.041604,80.706948
1021,7.080506,80.660331
1022,7.079014,80.663411
1023,7.929006,80.687598
1024,6.912993,79.858081
1025,6.910225,79.863573
1026,7.534476,80.893998
1027,7.425107,80.631814
1028,7.116893,80.122029
1029,7.112536,80.135907
1030,6.962676,79.894869
1031,6.903163,79.91183
1032,6.902895,79.912138
1033,7.405252,80.778144
1034,7.531706,80.759154
1035,7.523023,80.755038
1036,7.247265,80.650275
1037,7.261703,80.670401
1038,7.247579,80.658535
1039,7.950586,80.751365
1040,7.929725,80.687292
1041,8.211777,79.74051
1042,8.21346,79.724256
1043,7.286863,80.605542
1044,7.29063,80.607137
1045,6.121813,80.114399
1046,6.138973,80.121128
1047,6.138746,80.120302
1048,6.138589,80.117638
1049,6.578584,80.529151
1050,7.229903,79.988698
1051,6.907896,79.893295
1052,6.909722,79.888435
1053,6.911624,79.886629
1054,6.866497,79.945473
1055,6.940367,79.8655
1056,6.947431,79.861848
1057,6.942472,79.864485
1058,7.289845,80.631868
1059,6.923286,79.85194
1060,6.923203,79.851982
1061,6.947264,79.86963
1062,6.894316,79.85736
1063,6.925265,79.851912
1064,6.917503,79.854527
1065,6.916763,79.86323
1066,6.919395,79.860224
1067,6.910771,79.858804
1068,6.138902,80.690166
1069,7.071645,81.833888
1070,7.061113,81.834274
1071,7.031085,81.845036
1072,7.022552,81.847316
1073,6.992585,81.864388
1074,6.988666,81.864744
1075,7.040577,81.838389
1076,6.984221,81.863771
1077,6.865812,81.832818
1078,6.860776,81.832345
1079,7.06472,81.834199
1080,6.879765,81.828298
1081,6.87692,81.829461
1082,6.868643,81.832152
1083,7.098836,81.841649
1084,7.090815,81.82569
1085,7.083709,81.82651
1086,7.024581,81.846875
1087,5.959943,80.52892
1088,5.975942,80.51858
1089,5.972852,80.519474
1090,6.731959,81.099663
1091,6.922795,79.853335
1092,6.920952,79.856613
1093,6.922923,80.850902
1094,6.816209,81.04325
1095,6.78298,81.003295
1096,6.935367,79.854254
1097,6.991478,79.90943
1098,7.378978,81.626674
1099,6.031761,80.240074
1100,6.028181,80.243554
1101,5.989953,80.321166
1102,6.274676,81.264922
1103,6.124108,80.111056
1104,8.454313,81.263515
1105,7.194632,80.593376
1106,6.830213,81.051267
1107,6.260773,81.226571
1108,6.885381,80.001752
1109,6.884796,80.005289
1110,7.222874,79.847754
1111,6.032541,80.214827
1112,7.013575,80.229091
1113,7.018572,80.23663
1114,7.859269,81.107975
1115,6.00667,80.767767
1116,7.173777,79.887998
1117,7.178561,79.862153
1118,7.870971,80.650859
1119,6.786113,80.453721
1120,6.970762,80.79372
1121,6.625385,80.073297
1122,7.293373,80.624866
1123,7.22699,80.483427
1124,6.888557,81.045963
1125,7.076268,80.198351
1126,7.092935,81.051449
1127,7.137461,81.047922
1128,8.040382,80.755737
1129,8.039884,80.755278
1130,8.355227,81.007744
1131,8.367488,81.00381
1132,8.599451,81.218745
1133,9.130965,80.44585
1134,8.641045,80.669037
1135,9.707051,79.865505
1136,9.390792,80.408512
1137,7.837312,80.631174
1138,7.842056,80.632549
1139,7.876348,80.65112
1140,7.873321,80.650617
1141,8.327924,80.406748
1142,9.084659,79.820936
1143,8.64669,81.201963
1144,8.64695,81.201823
1145,8.651313,81.200893
1146,8.651086,81.201041
1147,8.654352,81.200332
1148,8.654604,81.200179
1149,8.65808,81.199544
1150,8.658311,81.199377
1151,8.666929,81.197968
1152,8.66735,81.197797
1153,8.672615,81.199489
1154,8.672798,81.199355
1155,8.675186,81.198944
1156,8.675558,81.198778
1157,8.677605,81.198496
1158,8.678093,81.198238
1159,7.066297,80.840975
1160,6.937026,79.855506
1161,7.17175,79.886343
1162,7.036607,80.782945
1163,7.156812,80.629729
1164,9.242706,80.138104
1165,7.530206,80.625891
1166,7.978309,79.833321
1167,7.439852,80.570703
1168,7.304286,80.90166
1169,7.305849,80.903713
1170,6.87306,81.049357
1171,9.427082,80.388401
1172,6.528735,80.536702
1173,7.22638,80.05149
1174,7.218645,80.055669
1175,7.215795,80.057932
1176,8.608107,81.216604
1177,7.485384,80.623967
1178,8.020727,80.603103
1179,7.245538,80.128621
1180,7.185966,80.112107
1181,7.167663,80.123779
1182,7.19953,80.111343
1183,6.343503,80.169535
1184,7.940924,81.00022
1185,7.941933,80.732081
1186,7.907685,80.67405
1187,7.898777,80.667273
1188,7.951409,80.753788
1189,7.947065,80.739894
1190,7.940126,80.727864
1191,7.25315,80.345935
1192,6.874029,81.031506
1193,7.694634,80.652113
1194,7.439543,80.478096
1195,7.323563,80.796571
1196,6.87303,81.030899
1197,6.413607,80.834352
1198,7.403613,80.653962
1199,7.40084,80.276892
1200,7.061483,80.900944
1201,6.554598,80.023805
1202,7.928791,80.686797
1203,7.925973,80.685358
1204,7.199013,80.328978
1205,6.814189,79.95743
1206,6.561679,79.981573
1207,6.620323,81.126944
1208,6.640115,81.118774
1209,6.643612,81.118144
1210,6.863641,81.344469
1211,6.764331,81.255075
1212,6.774329,81.26293
1213,6.866397,81.346379
1214,7.249619,81.854369
1215,6.8776,81.829211
1216,6.97955,81.862906
1217,6.993056,81.863945
1218,7.031593,81.844489
1219,7.061844,81.834186
1220,7.065556,81.834123
1221,7.099882,81.842019
1222,7.135244,81.852492
1223,7.169595,81.860265
1224,7.213742,81.855809
1225,7.215398,81.853656
1226,7.276171,81.849011
1227,7.296851,81.848389
1228,7.377832,81.838658
1229,7.104762,81.844077
1230,7.106756,81.845389
1231,7.108888,81.847907
1232,7.115851,81.85137
1233,7.124339,81.849435
1234,7.131296,81.848454
1235,7.604659,81.767496
1236,7.42031,81.82112
1237,8.326045,81.300154
1238,8.400742,81.27969
1239,8.213899,79.741904
1240,8.231495,79.759885
1241,8.222549,79.750797
1242,8.232726,79.761293
1243,8.205843,79.73909
1244,8.23519,79.764122
1245,8.220111,79.748273
1246,8.202711,79.737317
1247,8.220094,79.748085
1248,8.228093,79.755938
1249,8.233434,79.762148
1250,8.039333,80.755245
1251,8.039361,80.756119
1252,6.948296,79.860694
1253,7.993152,80.726057
1254,6.994094,81.012665
1255,7.040723,80.985806
1256,7.019966,81.020104
1257,7.522748,80.754922
1258,6.924922,79.877786
1259,7.275861,80.593603
1260,6.451966,79.98615
1261,6.454934,79.985132
1262,6.254769,81.227259
1263,6.284799,81.267713
1264,6.256047,81.22768
1265,6.428674,79.998858
1266,6.907344,79.895417
1267,6.875692,79.934755
1268,6.743081,81.018036
1269,6.952995,79.880614
1270,7.192603,80.478673
1271,6.979565,80.957115
1272,6.972427,80.775707
1273,6.972123,80.77996
1274,6.960699,80.769166
1275,6.88027,79.93437
1276,6.875938,79.934815
1277,8.502606,81.180396
1278,8.503792,81.176945
1279,6.885187,79.932042
1280,6.971852,79.916883
1281,6.972343,79.917043
1282,6.03262,80.214813
1283,6.917693,79.847736
1284,6.959755,80.869447
1285,7.370331,81.812472
1286,7.487673,81.807054
1287,7.442343,81.812448
1288,7.65692,81.740625
1289,7.670002,81.73528
1290,7.15421,80.580001
1291,7.38727,81.836367
1292,7.376795,81.838376
1293,7.37258,81.824772
1294,7.370197,81.81193
1295,6.249362,80.043749
1296,6.94683,79.862797
1297,6.946491,79.856475
1298,6.945873,79.861328
1299,6.945793,79.862994
1300,6.946808,79.856788
1301,6.942818,79.864554
1302,6.941158,79.865317
1303,6.940182,79.865592
1304,6.933955,79.865941
1305,6.929169,79.864371
1306,6.927827,79.865035
1307,6.882951,79.886915
1308,6.018898,80.716403
1309,6.020306,80.716507
1310,6.929582,79.863226
1311,6.075333,80.156565
1312,6.071494,80.163723
1313,6.824313,79.936253
1314,6.810875,79.93951
1315,6.087266,80.170315
1316,6.872209,79.88386
1317,6.881182,79.859258
1318,7.26957,80.597128
1319,6.814604,79.878658
1320,7.143657,80.381253
1321,7.139536,80.390014
1322,7.141603,80.385292
1323,7.132044,80.400453
1324,7.13073,80.405304
1325,7.402667,81.061085
1326,6.750299,79.90025
1327,6.900584,79.9057
1328,6.898494,79.90602
1329,6.897876,79.906
1330,6.894337,79.905202
1331,6.894408,79.905384
1332,6.892739,79.904518
1333,6.892515,79.904528
1334,6.892499,79.904609
1335,6.891615,79.904056
1336,6.89142,79.903992
1337,6.889499,79.903033
1338,6.888742,79.902825
1339,6.888304,79.902688
1340,6.886793,79.90222
1341,6.886918,79.902215
1342,6.883231,79.90184
1343,6.883069,79.90181
1344,6.875197,79.899049
1345,6.872855,79.892209
1346,6.889708,80.902299
1347,6.612628,80.630758
1348,8.326375,81.299918
1349,8.360617,81.284096
1350,8.387676,81.297916
1351,6.285015,81.268161
1352,8.375184,81.294472
1353,8.400689,81.279171
1354,8.409049,81.26864
1355,8.392644,81.292845
1356,8.397758,81.286393
1357,8.438631,81.261024
1358,8.572746,81.228347
1359,5.942721,80.569003
1360,7.935134,81.51021
1361,7.907426,81.534016
1362,8.356123,80.418275
1363,7.93977,81.001014
1364,7.289394,80.63035
1365,6.88235,79.914604
1366,7.829595,80.301922
1367,7.605765,80.100193
1368,7.842217,80.396736
1369,7.842499,80.396966
1370,6.990463,81.051878
1371,7.876658,80.650772
1372,7.979011,79.832083
1373,6.797727,80.041999
1374,7.884637,80.651487
1375,8.327601,80.406644
1376,6.333936,80.185354
1377,6.911319,79.882109
1378,6.898681,79.877287
1379,6.094426,80.241373
1380,6.071592,80.162611
1381,6.259959,80.037563
1382,6.898157,80.823483
1383,6.833133,80.213585
1384,6.811854,80.205233
1385,6.905151,80.909501
1386,8.257338,80.192321
1387,6.833283,80.653345
1388,6.84085,79.966085
1389,6.4107,80.796672
1390,5.96478,80.699987
1391,9.436797,80.440953
1392,9.436587,80.440193
1393,9.436495,80.435145
1394,9.436383,80.43424
1395,9.436497,80.431172
1396,9.436391,80.429957
1397,9.436481,80.427991
1398,9.436354,80.426798
1399,9.436464,80.423347
1400,9.436339,80.42171
1401,9.436425,80.419176
1402,9.436314,80.418449
1403,9.436408,80.415535
1404,9.436294,80.414588
1405,9.436382,80.408686
1406,9.434194,80.461343
1407,9.434499,80.460037
1408,9.436719,80.457052
1409,9.437226,80.455165
1410,9.437466,80.451879
1411,9.43733,80.450598
1412,9.437534,80.448435
1413,9.437442,80.447577
1414,9.437516,80.443719
1415,9.426867,80.487358
1416,9.427189,80.486505
1417,9.429438,80.482922
1418,9.429781,80.482047
1419,9.433783,80.47016
1420,9.433673,80.469156
1421,9.433827,80.465645
1422,9.433926,80.466645
1423,9.40554,80.531124
1424,9.405757,80.53021
1425,9.407389,80.526312
1426,9.407601,80.525456
1427,9.408827,80.522457
1428,9.40931,80.521244
1429,9.410723,80.517747
1430,9.411189,80.516909
1431,9.412785,80.512675
1432,9.412605,80.513428
1433,9.41694,80.50364
1434,9.416447,80.504606
1435,9.373304,80.564647
1436,9.373876,80.563384
1437,9.375146,80.561273
1438,9.37549,80.560357
1439,9.37771,80.557936
1440,9.378491,80.557419
1441,9.381285,80.5552
1442,9.381725,80.554562
1443,9.384125,80.552326
1444,9.38471,80.55153
1445,9.386435,80.549766
1446,9.38676,80.548785
1447,9.3877,80.547086
1448,9.388052,80.546219
1449,9.388878,80.54542
1450,9.389573,80.544673
1451,9.392453,80.542291
1452,9.393,80.541678
1453,9.397514,80.538709
1454,9.398069,80.538152
1455,9.400929,80.536251
1456,9.401712,80.535557
1457,9.353504,80.612896
1458,9.354583,80.609102
1459,9.354707,80.608186
1460,9.355111,80.606852
1461,9.355222,80.60594
1462,9.358051,80.596846
1463,9.358282,80.595913
1464,9.359876,80.592277
1465,9.360131,80.591405
1466,9.364033,80.58567
1467,9.363869,80.584801
1468,9.365308,80.579651
1469,9.365648,80.578802
1470,9.368888,80.572316
1471,9.36923,80.571414
1472,9.346541,80.6371
1473,9.346699,80.636226
1474,9.347356,80.634665
1475,9.347466,80.633843
1476,9.348399,80.631114
1477,9.348551,80.630104
1478,9.350282,80.624239
1479,9.350537,80.623251
1480,9.351591,80.620385
1481,9.351855,80.619075
1482,9.353453,80.613787
1483,9.334839,80.661728
1484,9.335141,80.660984
1485,9.340371,80.652233
1486,9.340852,80.651312
1487,9.34246,80.647337
1488,9.34274,80.646473
1489,9.344752,80.642108
1490,9.345023,80.641093
1491,9.316035,80.692072
1492,9.316402,80.691231
1493,9.318093,80.688497
1494,9.31841,80.68768
1495,9.31969,80.685882
1496,9.320121,80.684972
1497,9.324903,80.677796
1498,9.325237,80.677016
1499,9.326473,80.675416
1500,9.326884,80.674608
1501,9.328388,80.672479
1502,9.328714,80.67173
1503,9.314301,80.694708
1504,5.999952,80.265878
1505,7.369567,80.957084
1506,7.373107,80.960855
1507,7.50816,80.927853
1508,7.520125,80.929786
1509,7.404626,80.957201
1510,7.409084,80.95371
1511,7.437311,80.955
1512,7.468426,80.943466
1513,7.470995,80.943766
1514,7.384911,80.963107
1515,7.630201,80.935103
1516,7.63039,80.9456
1517,9.339943,80.71363
1518,9.339238,80.713235
1519,9.325919,80.70438
1520,9.325087,80.703887
1521,9.321851,80.70171
1522,9.321018,80.701256
1523,9.315029,80.697142
1524,9.314393,80.696629
1525,9.316992,80.709214
1526,9.3173,80.71003
1527,9.314132,80.698222
1528,9.31408,80.697303
1529,9.320911,80.725399
1530,9.320846,80.724511
1531,9.320091,80.721501
1532,9.32039,80.722316
1533,9.319162,80.717769
1534,9.319455,80.718606
1535,9.318136,80.713726
1536,9.318467,80.714593
1537,9.325081,80.759947
1538,9.325606,80.758733
1539,9.325065,80.74375
1540,9.325169,80.74432
1541,9.322481,80.73109
1542,9.322764,80.731832
1543,9.319605,80.770075
1544,9.31947,80.770927
1545,9.316378,80.774877
1546,9.316961,80.774283
1547,9.318212,80.773117
1548,9.318967,80.772313
1549,8.503714,81.190907
1550,9.305038,80.785146
1551,9.305711,80.784633
1552,9.307177,80.783618
1553,9.307894,80.78283
1554,9.301638,80.786873
1555,9.300761,80.787318
1556,5.967596,80.705743
1557,5.97703,80.716369
1558,5.975926,80.354283
1559,5.962777,80.403227
1560,5.973406,80.360753
1561,5.978776,80.346027
1562,5.977836,80.351027
1563,6.922798,80.688853
1564,6.957099,80.772581
1565,8.339251,80.395997
1566,6.293844,81.084677
1567,6.121607,81.056639
1568,6.154757,81.089454
1569,6.065305,80.868233
1570,5.999212,80.740694
1571,6.002371,80.745867
1572,5.960861,80.67907
1573,5.960944,80.669349
1574,5.956034,80.454862
1575,5.96148,80.676002
1576,5.958865,80.647998
1577,7.179044,79.892577
1578,6.906487,79.863884
1579,6.872732,81.049309
1580,6.106822,80.125223
1581,6.432084,79.998508
1582,5.95307,80.535028
1583,6.307258,80.869624
1584,7.672973,81.733487
1585,7.289553,80.633963
1586,7.300065,80.528048
1587,6.894208,79.924927
1588,9.236999,80.811676
1589,9.236211,80.811852
1590,9.261117,80.813942
1591,9.261498,80.813116
1592,6.347412,80.499017
1593,5.947744,80.634578
1594,5.948356,80.627738
1595,5.948122,80.627011
1596,6.405358,80.002844
1597,7.945766,80.761278
1598,7.16856,79.883052
1599,7.267774,80.666138
1600,8.928583,80.813128
1601,7.168101,79.882703
1602,6.557677,80.240147
1603,8.20512,79.738756
1604,6.971951,80.767359
1605,6.971989,80.767383
1606,6.972078,80.767364
1607,6.972079,80.767238
1608,6.971803,80.767408
1609,6.971775,80.767355
1610,6.971985,80.767273
1611,6.971949,80.76723
1612,6.971981,80.767169
1613,6.971801,80.767284
1614,6.971798,80.767183
1615,6.687977,80.313412
1616,6.768938,80.960677
1617,7.294277,81.692372
1618,5.953415,80.592439
1619,5.953249,80.592391
1620,5.958083,80.599606
1621,5.958115,80.599536
1622,7.071293,80.711091
